MrotInHour,Salary,Class
12,6272,1
2,4517,1
7,15370,1
13,24481,1
6,5899,1
7,19160,1
14,4543,0
14,18815,1
3,10158,1
10,21243,1
3,514,0
5,9366,1
2,8494,1
12,1891,0
2,9066,1
5,8960,1
7,11481,1
2,18435,1
3,11491,1
6,8571,1
6,7199,1
13,6264,1
5,22136,1
10,11353,1
13,5622,0
7,5294,1
3,22624,1
3,9505,1
4,23741,1
2,11522,1
8,14066,1
4,10885,1
13,23853,1
8,12705,1
12,4508,0
2,17553,1
6,24612,1
12,20671,1
3,24752,1
2,21691,1
14,14252,1
12,4317,0
5,6291,1
2,496,0
12,411,0
8,9496,1
3,14860,1
6,18735,1
13,23747,1
14,5031,0
7,590,0
4,11560,1
6,21482,1
14,10186,1
11,13689,1
7,18827,1
9,17815,1
12,17941,1
14,8238,1
11,21403,1
5,7466,1
13,1982,0
6,24295,1
11,9466,1
4,18751,1
4,1394,0
12,24898,1
9,17232,1
14,11195,1
12,7906,1
7,7680,1
11,2473,0
4,8921,1
2,18391,1
9,14447,1
10,23021,1
13,23216,1
14,15452,1
10,6017,1
13,22554,1
7,7784,1
11,4494,0
4,1207,0
13,6491,1
8,12076,1
14,1357,0
7,13289,1
9,19768,1
10,23796,1
5,9440,1
11,10811,1
11,18163,1
10,19054,1
3,8598,1
10,19294,1
6,22962,1
4,2450,1
6,4872,1
10,15217,1
10,749,0
7,13985,1
7,14055,1
5,2668,1
14,533,0
9,12984,1
8,441,0
12,16065,1
8,22460,1
14,24188,1
9,1544,0
4,3899,1
9,19630,1
9,6080,1
14,7115,1
3,16435,1
4,12092,1
14,18787,1
9,10704,1
9,8730,1
11,13611,1
13,23802,1
9,21362,1
5,19401,1
7,22506,1
4,12006,1
7,10647,1
11,2902,0
6,981,0
10,24813,1
2,14682,1
10,19301,1
11,13045,1
12,24850,1
13,17093,1
3,19677,1
9,1878,0
2,14412,1
5,13253,1
12,16024,1
11,20334,1
6,17079,1
9,15795,1
2,1327,1
4,13738,1
9,2450,0
11,22087,1
11,2120,0
11,10242,1
2,19080,1
5,1034,0
13,23579,1
8,12388,1
9,22097,1
8,13005,1
6,637,0
8,10206,1
4,13346,1
11,6648,1
9,12374,1
12,16875,1
11,24937,1
13,7118,1
3,6856,1
9,13516,1
4,18345,1
7,13130,1
9,16018,1
2,11935,1
4,20141,1
12,3427,0
8,22239,1
2,1851,1
7,14011,1
5,18439,1
11,9843,1
13,6023,0
11,11045,1
10,15769,1
4,4161,1
14,16186,1
10,14150,1
12,5426,0
3,4980,1
10,1966,0
7,13671,1
11,5445,1
9,22750,1
10,23544,1
8,24193,1
12,4365,0
5,24807,1
4,8236,1
7,16135,1
14,14956,1
7,18346,1
5,5296,1
13,4536,0
13,15564,1
5,16298,1
10,18659,1
7,10280,1
11,16271,1
8,19408,1
3,23038,1
8,19756,1
7,12258,1
13,17526,1
5,1345,0
3,12249,1
9,2287,0
4,17240,1
3,16828,1
9,20366,1
2,20047,1
14,18094,1
13,19365,1
9,13230,1
10,22050,1
3,7450,1
3,7617,1
12,1849,0
12,19554,1
4,17150,1
10,5505,1
4,14240,1
14,24607,1
2,19378,1
2,21702,1
4,14083,1
10,14792,1
11,11082,1
8,22024,1
10,23802,1
8,21683,1
10,5885,1
13,1899,0
13,3861,0
10,8256,1
2,11652,1
12,18206,1
7,8384,1
14,13064,1
8,21839,1
8,9167,1
11,23084,1
12,3944,0
7,7302,1
2,2764,1
12,2885,0
3,20002,1
12,20870,1
7,24713,1
12,7639,1
3,15798,1
10,24378,1
4,17235,1
7,8268,1
13,20183,1
12,21986,1
13,6246,1
10,21340,1
8,5732,1
5,24429,1
13,10290,1
12,24545,1
5,5173,1
12,21797,1
14,2692,0
2,20239,1
11,472,0
7,7836,1
11,14921,1
13,10613,1
12,8672,1
3,7777,1
12,15793,1
7,12023,1
4,6847,1
10,8610,1
14,17568,1
7,15967,1
5,12858,1
12,9201,1
7,15752,1
8,12089,1
14,11992,1
9,18536,1
10,8203,1
7,4917,1
2,850,0
7,10725,1
12,24570,1
11,15797,1
6,22507,1
2,20316,1
2,12023,1
14,11842,1
11,13488,1
14,12473,1
13,14227,1
14,19442,1
7,22940,1
2,16984,1
6,9997,1
6,14385,1
4,21259,1
2,16091,1
5,20860,1
13,1087,0
2,11890,1
3,19435,1
4,12625,1
8,9827,1
11,15446,1
2,17762,1
6,8535,1
14,15034,1
3,11800,1
8,18485,1
7,6220,1
6,19280,1
12,7684,1
3,11703,1
10,985,0
12,22567,1
13,6135,0
9,16627,1
8,12249,1
13,4236,0
2,7547,1
5,4085,1
13,17326,1
11,10243,1
9,20518,1
12,15198,1
13,20638,1
8,3643,0
14,10504,1
12,23491,1
7,8124,1
10,10134,1
12,19613,1
11,24058,1
12,23159,1
10,7358,1
7,13545,1
11,18628,1
5,18214,1
11,22875,1
6,11666,1
8,6244,1
5,18399,1
7,21566,1
14,20380,1
4,19973,1
6,18421,1
5,9932,1
5,8285,1
13,5386,0
14,4554,0
8,10826,1
7,12491,1
3,8661,1
7,5292,1
2,5787,1
9,4634,1
11,4681,0
10,8905,1
6,11299,1
4,11533,1
6,15900,1
2,22791,1
12,14358,1
7,15296,1
6,4880,1
4,2692,1
10,22960,1
13,360,0
13,2051,0
12,24587,1
6,22725,1
9,18163,1
14,8371,1
14,15849,1
2,15245,1
7,12852,1
12,17545,1
13,20200,1
10,13825,1
6,4068,1
11,1396,0
3,11324,1
7,22666,1
5,658,0
5,1301,0
8,5760,1
5,10022,1
8,15546,1
2,13473,1
3,24685,1
12,2287,0
6,9059,1
14,24320,1
11,16773,1
14,18370,1
3,22971,1
7,4355,1
4,410,0
13,23353,1
6,795,0
3,22048,1
8,20356,1
3,20452,1
13,11369,1
8,9101,1
3,16879,1
5,9787,1
10,21938,1
5,19638,1
5,16964,1
13,6215,0
6,10948,1
13,14170,1
5,4844,1
7,18705,1
2,9680,1
5,12149,1
7,14023,1
6,21964,1
6,1077,0
5,1492,0
11,12331,1
10,8353,1
9,5576,1
4,1994,1
12,22673,1
12,13594,1
9,13621,1
11,2304,0
12,11564,1
13,20476,1
6,4217,1
5,20333,1
13,23746,1
2,19951,1
8,24352,1
14,19215,1
10,14730,1
13,18632,1
14,4720,0
4,4800,1
5,4094,1
3,12122,1
12,22841,1
6,5350,1
10,11382,1
6,3909,1
3,11974,1
8,8795,1
8,15320,1
3,2063,1
6,3055,1
8,10173,1
13,3817,0
4,8303,1
2,20235,1
12,11197,1
4,7883,1
4,9154,1
12,18670,1
12,14672,1
7,11632,1
9,6756,1
12,10823,1
10,18464,1
4,21609,1
2,15366,1
8,23364,1
12,3862,0
12,6626,1
12,3216,0
13,6242,1
11,3572,0
8,19455,1
2,12953,1
12,8588,1
11,23312,1
14,2535,0
2,23855,1
14,21924,1
2,8357,1
2,18852,1
11,16767,1
12,2279,0
13,12713,1
14,1825,0
6,21654,1
3,18348,1
7,5531,1
6,19868,1
7,12709,1
10,10995,1
12,22218,1
7,11056,1
12,16360,1
13,22228,1
6,1922,0
4,2115,1
6,1598,0
5,3733,1
7,21386,1
8,2937,0
8,11966,1
13,8096,1
14,15133,1
9,6803,1
10,20550,1
3,15413,1
11,23241,1
12,23755,1
13,12255,1
5,4539,1
3,12738,1
5,12164,1
8,14916,1
3,19576,1
2,8055,1
4,9688,1
5,19378,1
10,9224,1
2,5222,1
9,5565,1
12,568,0
3,12257,1
13,966,0
11,22863,1
4,24623,1
3,15439,1
14,1740,0
5,3840,1
6,6674,1
13,5997,0
12,18320,1
13,4464,0
11,24108,1
14,2261,0
14,23804,1
9,20783,1
11,13844,1
3,12235,1
3,13716,1
11,8969,1
4,16028,1
8,10446,1
7,1884,0
5,22714,1
11,20319,1
9,18430,1
13,21014,1
14,321,0
12,1203,0
3,3743,1
10,14695,1
9,8682,1
9,12771,1
5,10377,1
2,11062,1
6,15623,1
8,13552,1
2,24961,1
12,11699,1
2,7618,1
5,24538,1
11,8300,1
4,3070,1
5,8393,1
3,5202,1
10,13300,1
10,4776,0
4,24644,1
2,8606,1
5,19415,1
11,2026,0
13,18115,1
3,17725,1
5,6313,1
7,4230,1
13,9682,1
10,12232,1
12,8525,1
6,15165,1
10,697,0
5,19955,1
5,4915,1
9,15521,1
7,10567,1
7,21850,1
9,8574,1
3,15828,1
14,24918,1
11,18184,1
6,8100,1
10,22065,1
6,20921,1
12,12609,1
10,23170,1
5,9045,1
7,21094,1
5,4068,1
10,1599,0
11,6284,1
11,11098,1
11,12594,1
14,9892,1
11,18047,1
12,5673,0
5,17814,1
9,5775,1
12,7002,1
3,16773,1
4,17340,1
9,20067,1
3,4945,1
6,17049,1
3,21323,1
3,8415,1
7,1345,0
10,15728,1
9,386,0
2,18655,1
2,11967,1
13,1316,0
9,10068,1
4,14145,1
4,8209,1
14,4409,0
7,9049,1
14,22879,1
8,14614,1
3,19436,1
7,20121,1
2,22940,1
11,23552,1
5,22914,1
6,554,0
10,1294,0
10,22058,1
12,13791,1
6,11781,1
10,19030,1
4,23750,1
3,15989,1
12,16005,1
4,8988,1
10,15181,1
7,7983,1
10,23335,1
9,3649,0
2,13648,1
6,22721,1
4,6512,1
9,21397,1
2,2124,1
3,15644,1
9,4078,0
9,22584,1
5,17571,1
11,23283,1
12,17497,1
14,21727,1
4,17546,1
7,5042,1
4,20327,1
11,24418,1
10,11184,1
11,10690,1
11,2670,0
8,12242,1
12,21002,1
11,11256,1
9,22063,1
9,10521,1
12,8010,1
10,16189,1
4,21385,1
7,15413,1
8,7252,1
5,11477,1
2,24202,1
11,19797,1
10,12219,1
10,24735,1
6,14256,1
3,17587,1
14,9422,1
11,13125,1
2,14175,1
6,9660,1
7,19328,1
13,3240,0
4,5854,1
5,7489,1
12,21493,1
8,19780,1
6,5090,1
14,22468,1
6,19902,1
4,19940,1
2,1184,1
8,10559,1
14,21858,1
9,7019,1
8,20992,1
10,22604,1
7,15541,1
5,8787,1
10,10366,1
13,7842,1
14,21926,1
11,17697,1
9,8429,1
11,15047,1
12,3861,0
6,12642,1
10,8768,1
5,5523,1
11,533,0
8,1566,0
11,6245,1
9,5534,1
6,4718,1
4,18418,1
8,14175,1
4,9324,1
3,14171,1
2,19477,1
10,20860,1
6,23830,1
2,18058,1
14,11818,1
7,4140,1
10,22822,1
7,7112,1
4,24572,1
11,24106,1
5,6490,1
12,23958,1
13,11151,1
2,11316,1
2,23022,1
5,11970,1
10,1104,0
5,8843,1
12,2185,0
8,10118,1
11,24892,1
9,10591,1
8,20114,1
8,6198,1
14,17564,1
12,16122,1
5,12542,1
4,7038,1
10,16012,1
3,20651,1
5,16829,1
8,522,0
3,4417,1
14,17116,1
4,15139,1
8,22034,1
12,16333,1
9,17189,1
11,7501,1
5,3939,1
2,19470,1
3,11908,1
11,5686,1
4,7174,1
2,12166,1
4,3355,1
3,871,0
12,342,0
12,4358,0
10,1889,0
6,3098,1
13,12095,1
7,8210,1
7,8205,1
5,12982,1
13,15848,1
13,422,0
12,9054,1
8,19825,1
4,10485,1
11,13479,1
13,20299,1
2,6604,1
7,21401,1
12,1548,0
14,9047,1
14,21204,1
13,19611,1
12,2472,0
6,17238,1
9,19336,1
13,14980,1
11,20947,1
11,10352,1
2,2733,1
10,371,0
14,552,0
7,6400,1
14,23254,1
14,2536,0
5,15859,1
3,16727,1
8,20284,1
9,6089,1
3,12439,1
3,17976,1
2,16393,1
5,15195,1
14,23175,1
11,2875,0
9,3910,0
14,17114,1
5,4523,1
6,20748,1
9,18875,1
9,20366,1
4,17816,1
11,1509,0
3,16640,1
11,1249,0
9,9479,1
8,17141,1
9,19621,1
4,707,0
12,22291,1
7,12916,1
12,16506,1
2,19180,1
12,9999,1
2,12257,1
4,24774,1
3,8085,1
4,18384,1
13,9900,1
13,20556,1
12,17330,1
12,14611,1
10,19488,1
14,22037,1
9,13328,1
5,20090,1
14,14083,1
11,11432,1
9,3503,0
6,18894,1
7,13367,1
9,23731,1
13,8719,1
13,18362,1
10,3042,0
3,20490,1
13,18566,1
9,19451,1
3,16546,1
7,6779,1
4,17685,1
9,18117,1
10,5620,1
10,11498,1
6,14661,1
12,23572,1
14,24913,1
11,9338,1
9,11857,1
10,21573,1
3,13569,1
6,8821,1
2,18757,1
9,2693,0
11,8114,1
8,17314,1
6,8183,1
11,4997,0
9,2938,0
6,19582,1
14,21058,1
3,22908,1
11,12842,1
11,7792,1
14,10693,1
10,630,0
12,24105,1
12,5907,1
4,19066,1
13,22468,1
8,20573,1
10,10408,1
4,2735,1
3,13958,1
8,9042,1
7,16807,1
13,14174,1
8,11661,1
8,983,0
3,9763,1
10,10432,1
11,5204,0
13,24956,1
11,8076,1
12,4783,0
10,22691,1
5,17902,1
13,13559,1
11,22677,1
3,12182,1
7,8519,1
9,19372,1
14,7994,1
5,21923,1
12,22880,1
6,22347,1
12,23469,1
10,4135,0
13,14041,1
9,21880,1
6,10387,1
12,9267,1
9,10091,1
10,3793,0
11,22187,1
3,6828,1
6,11279,1
6,14949,1
5,2157,0
12,8694,1
4,21926,1
2,17581,1
11,1780,0
6,17403,1
9,7487,1
7,17383,1
13,23403,1
5,22835,1
6,21414,1
5,19580,1
11,19806,1
10,24424,1
3,16826,1
7,3914,1
6,12433,1
3,18502,1
3,4158,1
14,19862,1
11,22431,1
6,17368,1
12,23547,1
2,19824,1
8,4084,1
4,4267,1
14,6471,0
6,22720,1
13,9562,1
8,22937,1
12,10727,1
11,1905,0
13,10958,1
13,19465,1
6,16196,1
10,19344,1
4,22040,1
3,4406,1
10,12783,1
13,8047,1
6,23874,1
6,8820,1
13,3387,0
4,5460,1
10,13660,1
12,1390,0
9,16127,1
14,6123,0
2,21508,1
8,8330,1
12,14487,1
7,11803,1
12,15810,1
8,4206,1
6,13417,1
14,11506,1
3,2361,1
10,16593,1
8,6934,1
9,21229,1
14,7216,1
5,16231,1
13,24139,1
5,13785,1
14,3101,0
8,16281,1
6,23884,1
14,5754,0
9,4269,0
14,4318,0
14,4075,0
3,11324,1
9,6664,1
4,13966,1
2,15220,1
10,3671,0
12,853,0
9,13231,1
12,21604,1
11,15882,1
12,23121,1
3,11510,1
7,9981,1
6,24690,1
10,3318,0
4,12293,1
9,10651,1
5,3269,1
12,1089,0
9,4861,1
11,6071,1
14,19851,1
13,16605,1
10,5582,1
8,20098,1
10,20627,1
13,1416,0
4,4373,1
12,22151,1
5,3787,1
3,16937,1
7,3082,0
6,10401,1
2,4421,1
3,13925,1
5,3542,1
3,2635,1
9,1918,0
9,10165,1
3,4861,1
10,6356,1
7,671,0
14,23235,1
3,1751,1
4,850,0
10,12661,1
4,9435,1
13,17112,1
10,21370,1
10,4336,0
11,1676,0
12,15759,1
9,24315,1
12,24716,1
11,10121,1
3,19190,1
2,8831,1
12,17889,1
11,11802,1
10,22627,1
8,435,0
8,23821,1
5,19209,1
14,3643,0
5,3149,1
5,19408,1
6,22764,1
4,11527,1
7,1463,0
12,4148,0
10,18188,1
4,15460,1
2,1067,1
8,8194,1
13,12357,1
2,6029,1
12,7253,1
5,3672,1
6,14314,1
2,8265,1
6,19716,1
10,16968,1
12,8747,1
12,7308,1
10,23918,1
5,24238,1
10,24825,1
9,20865,1
9,19018,1
7,8030,1
2,12026,1
8,2604,0
4,11024,1
12,23242,1
2,8920,1
7,9800,1
10,22613,1
12,18985,1
14,18399,1
13,21132,1
10,19361,1
13,4717,0
12,10671,1
8,8844,1
10,10668,1
6,14447,1
7,768,0
14,20992,1
2,9081,1
7,13001,1
2,1151,1
6,14672,1
2,6380,1
8,11688,1
10,18497,1
4,7037,1
8,10421,1
6,1838,0
7,8371,1
6,24740,1
8,4846,1
12,12883,1
10,6362,1
9,4830,1
5,19873,1
4,13124,1
7,24025,1
6,10614,1
4,19283,1
6,24919,1
5,23428,1
2,20367,1
2,10938,1
5,7589,1
8,400,0
9,8072,1
2,11063,1
3,10770,1
3,6256,1
4,19729,1
12,18567,1
5,2036,0
5,11903,1
8,23142,1
9,19401,1
13,5648,0
12,6361,1
4,14757,1
3,12957,1
11,4602,0
9,2520,0
12,6048,1
8,10133,1
6,14307,1
7,10815,1
9,2511,0
13,14340,1
12,24449,1
9,23442,1
14,23974,1
10,9101,1
9,17871,1
6,15614,1
11,17877,1
10,24781,1
4,10719,1
11,14715,1
6,11651,1
12,8480,1
10,12497,1
3,17710,1
5,12012,1
6,24174,1
4,24640,1
4,976,0
11,13277,1
5,18596,1
3,18060,1
2,22100,1
12,13390,1
12,3852,0
10,1953,0
6,1842,0
10,22653,1
6,16756,1
13,5415,0
4,18214,1
4,24591,1
6,18537,1
3,2220,1
11,5422,1
11,4775,0
5,7572,1
13,14328,1
5,10900,1
9,14029,1
2,9775,1
4,18130,1
12,17968,1
6,9465,1
6,20397,1
13,2699,0
2,18142,1
11,613,0
8,505,0
6,23715,1
11,20122,1
13,14255,1
3,19347,1
13,20612,1
6,23309,1
8,6362,1
12,24441,1
12,11953,1
7,16378,1
6,17765,1
9,16484,1
3,10376,1
12,13392,1
4,2689,1
5,23314,1
13,3847,0
10,18398,1
11,13534,1
2,22539,1
7,15733,1
2,514,0
6,1387,0
6,6356,1
10,21093,1
7,4084,1
13,6631,1
12,24555,1
8,14580,1
12,23403,1
5,2801,1
13,844,0
11,11206,1
12,14654,1
11,21489,1
4,13857,1
3,4614,1
4,23053,1
14,7697,1
3,21491,1
11,871,0
2,7621,1
12,4819,0
2,6082,1
6,3529,1
13,15970,1
11,468,0
3,8297,1
5,13789,1
7,12903,1
12,19355,1
3,20138,1
10,2961,0
12,24840,1
4,13233,1
8,16542,1
11,7590,1
2,18797,1
11,16652,1
5,2109,0
4,20679,1
13,21923,1
11,23478,1
5,23955,1
11,3616,0
2,21734,1
13,6535,1
13,18253,1
9,22346,1
8,5032,1
11,16078,1
5,8568,1
11,3888,0
12,6919,1
10,5522,1
13,9397,1
7,17001,1
10,3895,0
14,1935,0
3,22856,1
5,13398,1
8,7914,1
11,23882,1
7,14474,1
11,24096,1
4,7734,1
2,1768,1
10,3459,0
8,8170,1
9,1154,0
13,14757,1
7,2468,0
12,13992,1
4,8487,1
10,19006,1
14,1707,0
2,16473,1
12,16527,1
10,8342,1
9,2014,0
4,14528,1
9,11077,1
14,806,0
6,1202,0
10,6095,1
3,14753,1
2,2542,1
10,21596,1
14,8737,1
14,15152,1
6,4617,1
11,23472,1
14,24699,1
5,24991,1
11,18607,1
14,18933,1
8,24958,1
