MrotInHour,Salary,Class
7,19272,1
10,9823,1
8,18588,1
6,21586,1
2,10724,1
3,5820,1
7,9773,1
13,7425,1
12,13413,1
8,23852,1
7,24941,1
5,12324,1
6,12790,1
10,20134,1
8,2079,0
5,4392,1
2,22398,1
8,4401,1
3,4682,1
7,12179,1
7,24135,1
8,9730,1
4,14991,1
5,20626,1
14,24673,1
3,364,0
11,19206,1
4,4499,1
4,16660,1
13,19534,1
12,3105,0
6,14315,1
8,14523,1
3,17374,1
7,11561,1
4,11823,1
10,5706,1
4,9897,1
10,1188,0
3,19590,1
4,969,0
12,10136,1
12,5153,0
3,6920,1
11,12461,1
12,19018,1
3,19393,1
11,8228,1
10,3218,0
11,21018,1
2,6675,1
10,4914,1
14,22951,1
8,16169,1
13,22164,1
9,3293,0
10,22089,1
4,23237,1
10,1050,0
4,4247,1
13,16504,1
13,9364,1
14,1399,0
4,14519,1
3,12832,1
9,10283,1
10,3311,0
5,949,0
6,2457,0
7,22870,1
4,11733,1
11,1108,0
13,9604,1
7,12673,1
8,15027,1
12,8691,1
9,6306,1
7,21161,1
8,15525,1
12,7749,1
2,8978,1
14,8134,1
6,21188,1
14,3369,0
14,5236,0
8,1865,0
4,14879,1
4,7339,1
2,1434,1
2,3028,1
14,21192,1
12,2881,0
5,2910,1
8,5511,1
11,9293,1
9,22243,1
10,21294,1
13,20749,1
5,22888,1
7,3940,1
13,6609,1
3,1446,1
14,2141,0
8,24680,1
8,8210,1
10,11817,1
8,6856,1
11,7033,1
7,3576,1
2,16873,1
13,11914,1
13,7458,1
6,2555,0
5,2305,0
6,7781,1
10,19322,1
6,14594,1
7,9878,1
2,9973,1
13,9783,1
7,21121,1
8,24133,1
5,14218,1
9,5608,1
14,12235,1
9,915,0
4,16977,1
5,6735,1
9,13810,1
2,21571,1
10,18993,1
5,10039,1
5,15942,1
13,5729,0
5,3894,1
3,3863,1
2,24180,1
3,12004,1
6,3572,1
10,2113,0
7,3984,1
6,21422,1
2,5364,1
12,20443,1
13,14338,1
8,13198,1
13,15379,1
6,15656,1
7,4554,1
13,21739,1
6,6132,1
4,11952,1
11,12181,1
9,17874,1
2,14686,1
8,4731,1
3,9171,1
11,15963,1
4,23499,1
13,6429,1
12,1904,0
5,10205,1
4,12214,1
9,17074,1
8,18521,1
7,14288,1
4,20567,1
10,15551,1
13,13545,1
11,3404,0
3,17166,1
4,21693,1
12,20160,1
4,21360,1
14,2431,0
7,21334,1
6,20179,1
5,13093,1
5,8393,1
4,534,0
2,15956,1
11,16183,1
3,8928,1
3,15454,1
13,4311,0
10,9792,1
3,24385,1
3,7723,1
12,2896,0
7,21639,1
14,11356,1
6,15813,1
7,16232,1
13,9540,1
2,11569,1
5,1789,0
6,21304,1
8,13158,1
11,8529,1
5,4845,1
14,19200,1
12,20865,1
5,24676,1
6,3822,1
8,2409,0
11,12551,1
5,24157,1
9,17851,1
7,15012,1
11,407,0
9,5371,1
4,13654,1
10,21797,1
2,3994,1
4,17980,1
9,19313,1
14,14581,1
12,18495,1
6,946,0
14,4015,0
9,2479,0
2,4769,1
3,11279,1
13,8234,1
13,3992,0
9,4433,1
14,15081,1
8,23541,1
8,10778,1
4,15978,1
3,12003,1
12,2447,0
14,5132,0
4,11346,1
3,14607,1
14,4590,0
6,3806,1
6,15989,1
13,8066,1
4,14532,1
14,752,0
14,17865,1
7,22340,1
8,15194,1
14,17916,1
11,7081,1
8,24187,1
7,7674,1
12,23903,1
6,18451,1
3,3720,1
9,18182,1
8,356,0
9,21708,1
7,19908,1
13,16379,1
5,21378,1
6,2810,0
11,17048,1
6,14604,1
11,8647,1
13,11111,1
6,8156,1
3,17080,1
3,24128,1
2,16658,1
13,7561,1
3,7063,1
5,3157,1
8,18677,1
4,24173,1
10,6785,1
6,13319,1
2,9626,1
2,5831,1
4,6089,1
4,16394,1
6,23282,1
12,2566,0
3,8896,1
6,3041,1
5,13284,1
10,7861,1
10,6754,1
8,8782,1
8,3639,0
7,15715,1
8,17187,1
12,14638,1
8,16806,1
11,2769,0
5,21523,1
6,13973,1
10,24621,1
14,3863,0
13,20686,1
3,332,0
10,4158,0
6,10091,1
12,2263,0
14,19046,1
4,2295,1
3,1527,1
11,807,0
3,2578,1
7,17053,1
13,14787,1
11,1444,0
7,3727,1
8,8035,1
14,12582,1
2,8564,1
10,9047,1
13,20981,1
6,11066,1
6,7598,1
14,23928,1
6,1370,0
9,19320,1
13,17798,1
4,22332,1
9,19993,1
14,777,0
3,7689,1
3,1446,1
10,17501,1
9,21668,1
4,1020,0
6,20840,1
6,10904,1
11,19078,1
11,18288,1
13,5838,0
14,8746,1
10,22386,1
5,9237,1
9,22529,1
12,1985,0
10,2505,0
4,17665,1
5,17438,1
8,24682,1
14,440,0
14,11673,1
3,5300,1
2,3645,1
14,14937,1
11,13521,1
3,24913,1
7,10951,1
14,9593,1
10,6206,1
10,2361,0
6,17853,1
4,4835,1
7,2952,0
5,16859,1
7,23651,1
8,22433,1
2,16212,1
8,16069,1
8,11830,1
14,24997,1
8,20717,1
8,9463,1
10,18143,1
5,7738,1
9,3043,0
7,20324,1
4,6655,1
6,19956,1
10,22859,1
3,17002,1
11,18255,1
12,4368,0
8,6234,1
9,11410,1
6,10966,1
11,16351,1
3,18651,1
3,12178,1
9,14956,1
10,11222,1
12,4022,0
2,15616,1
14,10680,1
6,20973,1
7,14498,1
11,23536,1
14,18538,1
9,21484,1
4,17242,1
6,3344,1
7,920,0
6,7959,1
10,1240,0
2,8882,1
14,24848,1
13,8283,1
11,21997,1
6,1168,0
8,4006,1
11,11777,1
5,4157,1
12,24868,1
11,17798,1
8,20017,1
6,24259,1
13,6883,1
11,9547,1
7,15069,1
3,21319,1
9,9903,1
7,7475,1
5,18611,1
12,22117,1
11,8693,1
7,7149,1
7,7510,1
10,1091,0
11,13551,1
10,4820,1
8,1071,0
11,4441,0
11,7939,1
12,12520,1
4,21976,1
11,6808,1
8,22650,1
13,1542,0
6,13401,1
13,6565,1
11,10626,1
8,13047,1
5,17673,1
14,12322,1
7,9319,1
11,9217,1
8,12593,1
10,10967,1
9,18345,1
8,6300,1
2,15976,1
8,3390,0
12,23494,1
7,2483,0
6,23599,1
6,22667,1
13,6733,1
7,15858,1
13,7282,1
3,6606,1
10,1031,0
14,20674,1
5,4331,1
8,22365,1
13,22711,1
5,19019,1
5,7602,1
13,21603,1
8,6077,1
10,6429,1
11,14128,1
10,20411,1
9,6499,1
4,17571,1
2,20463,1
5,8345,1
11,21629,1
14,21315,1
4,21994,1
13,19470,1
10,14802,1
12,14636,1
2,14191,1
7,2970,0
11,24249,1
2,5807,1
7,17182,1
2,1505,1
4,2686,1
4,14574,1
11,21040,1
8,4490,1
9,17236,1
10,24857,1
8,14877,1
2,19206,1
6,2748,0
4,14000,1
2,6275,1
7,5707,1
12,24393,1
9,21105,1
13,18532,1
12,16095,1
3,13077,1
6,3725,1
5,15089,1
5,16787,1
5,13880,1
3,754,0
9,3600,0
11,22139,1
6,9032,1
14,8603,1
6,11937,1
14,4583,0
9,24897,1
3,23537,1
6,20210,1
2,8362,1
4,22958,1
2,17633,1
2,11549,1
4,1364,0
7,10753,1
8,19216,1
14,14108,1
3,8129,1
4,23310,1
6,8994,1
9,12264,1
8,23193,1
3,12363,1
7,22561,1
6,10528,1
11,11004,1
8,16298,1
13,8118,1
7,23117,1
3,7926,1
8,12423,1
4,8660,1
4,24684,1
2,10437,1
8,21170,1
2,4081,1
12,22838,1
11,4826,0
3,19499,1
6,13263,1
4,19390,1
6,20968,1
3,23102,1
7,15644,1
9,8413,1
8,14553,1
8,18889,1
11,6111,1
13,24919,1
9,14318,1
14,20628,1
3,9541,1
11,10621,1
12,17141,1
14,22997,1
10,14604,1
6,24943,1
8,6637,1
7,602,0
9,1854,0
5,20258,1
5,13629,1
6,8554,1
3,19872,1
11,10737,1
14,3638,0
11,10175,1
8,19382,1
10,23744,1
5,13608,1
2,14240,1
11,18777,1
12,836,0
10,20143,1
10,23458,1
13,15354,1
13,5606,0
4,13375,1
13,12133,1
2,11714,1
7,7572,1
2,23044,1
13,14642,1
6,8165,1
14,17979,1
13,5061,0
14,19820,1
7,13685,1
8,19454,1
12,17227,1
8,19184,1
3,18713,1
3,11942,1
13,18907,1
4,18204,1
5,1964,0
3,476,0
13,1023,0
12,6639,1
12,5359,0
4,3059,1
8,12194,1
13,13918,1
11,23139,1
2,6420,1
3,12517,1
14,10825,1
5,18950,1
7,23112,1
4,6357,1
10,15972,1
10,2018,0
8,17883,1
9,15221,1
3,13482,1
12,9945,1
7,12475,1
14,4277,0
12,1409,0
11,9250,1
13,2099,0
14,20084,1
8,22693,1
14,20230,1
6,21247,1
12,23634,1
3,11166,1
4,10522,1
6,2919,1
6,9039,1
3,5011,1
10,8534,1
3,20600,1
4,12471,1
6,19383,1
10,18005,1
4,18483,1
2,1182,1
9,17904,1
7,22851,1
4,7639,1
3,6933,1
4,14267,1
8,21797,1
11,19628,1
6,18911,1
9,7987,1
6,23227,1
5,12182,1
12,4838,0
2,7949,1
8,14476,1
7,11104,1
5,18377,1
9,15583,1
12,9558,1
12,17041,1
5,10279,1
11,5105,0
3,20680,1
14,1137,0
8,10813,1
13,2139,0
5,18982,1
8,9753,1
9,21930,1
5,15340,1
10,6834,1
6,12043,1
14,5040,0
10,7076,1
5,21619,1
14,7394,1
8,19281,1
14,7700,1
9,23888,1
10,9232,1
11,16785,1
11,3008,0
12,8918,1
2,8958,1
2,13590,1
3,10293,1
8,5261,1
9,21978,1
3,21037,1
6,19155,1
5,2921,1
8,4355,1
12,7241,1
4,11249,1
4,15373,1
4,9177,1
6,16988,1
7,888,0
11,20753,1
4,24913,1
7,5781,1
6,5425,1
8,7999,1
5,10858,1
9,10427,1
7,6242,1
2,21195,1
7,2701,0
13,6302,1
5,24468,1
7,9084,1
8,996,0
11,22132,1
2,17953,1
4,5806,1
6,6602,1
2,10950,1
7,2970,0
6,10591,1
3,23609,1
8,17436,1
13,23417,1
4,1227,0
5,5158,1
11,8313,1
10,19857,1
6,15906,1
2,17596,1
2,11899,1
3,11043,1
14,22138,1
9,20022,1
12,15641,1
2,6599,1
6,8058,1
3,13819,1
2,22805,1
5,6920,1
11,3304,0
2,20107,1
9,1387,0
6,3907,1
4,9792,1
9,10078,1
5,2308,0
11,20491,1
6,22857,1
11,14254,1
14,19203,1
2,16495,1
8,3544,0
12,14190,1
3,6139,1
7,7522,1
9,10250,1
8,14448,1
8,16944,1
12,3914,0
6,22133,1
5,2400,0
14,17462,1
3,13713,1
5,13158,1
8,23981,1
9,6854,1
9,14858,1
13,12955,1
2,6406,1
8,22303,1
10,6656,1
14,14449,1
9,11451,1
7,19650,1
6,19631,1
6,15877,1
6,16686,1
4,12983,1
14,9139,1
3,7228,1
5,2555,1
3,17690,1
13,6870,1
9,19104,1
7,2173,0
8,21217,1
7,7411,1
9,14086,1
3,10560,1
11,11287,1
2,17618,1
13,460,0
13,10065,1
14,4584,0
4,791,0
12,3327,0
10,2514,0
3,24466,1
10,1099,0
2,19797,1
2,23097,1
8,4141,1
11,7886,1
9,8952,1
5,16764,1
9,16145,1
8,1094,0
8,9195,1
14,22463,1
10,15045,1
9,6457,1
12,2501,0
3,9894,1
12,4316,0
2,14311,1
8,7093,1
14,11032,1
12,14005,1
7,9691,1
9,4685,1
5,13762,1
3,9446,1
3,4050,1
6,17944,1
13,434,0
3,24644,1
4,2641,1
12,20006,1
7,2294,0
11,18816,1
13,6836,1
6,10500,1
8,768,0
10,11474,1
5,20324,1
3,20845,1
9,1672,0
5,16399,1
9,1986,0
7,8810,1
10,23775,1
6,5249,1
13,23461,1
4,1889,0
6,17285,1
5,3757,1
9,18590,1
14,10002,1
8,16416,1
12,18238,1
3,8659,1
3,1260,0
3,17094,1
7,7904,1
14,20768,1
5,934,0
2,3293,1
7,16064,1
14,10153,1
10,390,0
10,6167,1
14,20053,1
3,9246,1
9,11904,1
8,14042,1
7,446,0
11,3280,0
13,2475,0
14,10788,1
11,22879,1
12,18329,1
13,12311,1
14,7573,1
4,2050,1
5,829,0
9,6625,1
13,18820,1
10,24480,1
4,23831,1
14,23197,1
14,13875,1
5,1181,0
10,1262,0
4,15097,1
10,14737,1
4,1668,0
12,22696,1
7,4694,1
11,23678,1
13,20659,1
12,1130,0
7,22524,1
14,910,0
11,5101,0
13,24921,1
7,3833,1
10,2428,0
13,17009,1
7,16386,1
11,18148,1
5,20924,1
8,5265,1
3,5600,1
4,14289,1
2,18470,1
9,5066,1
2,24319,1
5,15398,1
9,15682,1
7,9400,1
14,20212,1
12,8060,1
4,21217,1
11,18670,1
11,22206,1
12,6189,1
4,21931,1
9,18879,1
14,9347,1
12,15679,1
14,13703,1
9,5901,1
8,19569,1
11,7052,1
5,6646,1
7,10932,1
8,24963,1
7,19626,1
4,9203,1
4,1901,0
6,4012,1
14,5768,0
3,9272,1
3,15524,1
3,15376,1
3,24699,1
9,2967,0
2,11456,1
2,23722,1
12,1609,0
11,23991,1
4,18064,1
14,20151,1
10,19261,1
10,14950,1
6,7495,1
7,17008,1
9,6120,1
11,10450,1
9,1442,0
8,24031,1
10,16287,1
4,4040,1
8,18081,1
6,23089,1
3,849,0
6,8531,1
9,22507,1
10,21398,1
10,4591,0
12,11948,1
11,9362,1
4,2140,1
6,13046,1
7,18523,1
3,1471,1
7,12153,1
7,12925,1
3,19130,1
11,333,0
4,1139,0
3,16364,1
3,3510,1
11,3109,0
8,4342,1
9,2357,0
8,12530,1
3,11436,1
7,23143,1
12,19658,1
6,1538,0
9,5217,1
3,17880,1
8,20586,1
12,8737,1
4,3592,1
8,9274,1
3,4464,1
3,387,0
10,20904,1
7,20218,1
11,12748,1
10,23352,1
12,21543,1
6,2762,0
3,20670,1
12,22821,1
6,23932,1
4,944,0
9,9038,1
9,23822,1
3,5840,1
10,20789,1
5,18929,1
6,19536,1
2,23731,1
2,793,0
6,8783,1
10,21621,1
9,21875,1
12,16746,1
12,6886,1
14,9680,1
7,11496,1
10,20071,1
11,23416,1
3,19426,1
5,1722,0
3,3647,1
10,8861,1
12,13848,1
5,18869,1
14,14333,1
7,9545,1
3,10773,1
6,1884,0
6,5927,1
9,11611,1
12,22103,1
13,3226,0
9,5385,1
10,9081,1
12,1170,0
4,7175,1
4,16640,1
8,18102,1
3,3131,1
6,20318,1
8,3276,0
2,5832,1
8,11672,1
2,24663,1
7,23534,1
13,10871,1
14,16856,1
14,17348,1
12,12361,1
11,19310,1
10,3251,0
6,896,0
14,18382,1
14,13443,1
13,3323,0
12,11102,1
9,1712,0
4,14511,1
2,11481,1
4,955,0
2,7875,1
11,20188,1
9,14850,1
10,5375,1
8,6040,1
2,24556,1
14,21658,1
2,13053,1
12,18509,1
12,13579,1
8,9225,1
11,21210,1
13,12103,1
5,17796,1
6,10647,1
4,17617,1
10,1083,0
10,1387,0
3,16666,1
11,1343,0
4,7901,1
8,19388,1
10,19581,1
7,11377,1
11,10978,1
8,18770,1
3,6017,1
4,987,0
12,10520,1
10,13826,1
13,12819,1
9,4167,0
12,16680,1
13,16914,1
9,16764,1
10,21299,1
7,23316,1
6,11025,1
12,18315,1
9,20916,1
11,15655,1
4,19466,1
12,17136,1
3,16324,1
13,6554,1
3,14257,1
12,15593,1
8,23598,1
2,14327,1
2,7413,1
11,18432,1
2,10578,1
6,22802,1
8,4863,1
13,10550,1
2,7013,1
9,5129,1
9,7070,1
2,4292,1
6,22107,1
4,17516,1
11,22206,1
10,13301,1
8,20990,1
12,14230,1
5,5682,1
12,7402,1
8,7784,1
12,2219,0
6,20796,1
3,24583,1
10,16675,1
13,1705,0
2,759,0
11,24554,1
10,8241,1
4,8326,1
12,8083,1
12,15304,1
13,622,0
4,10784,1
14,19698,1
3,12340,1
2,11180,1
5,22198,1
7,11769,1
11,24859,1
4,6572,1
3,16689,1
8,15189,1
9,15058,1
12,3336,0
5,1765,0
8,24818,1
10,7664,1
11,8355,1
11,7358,1
5,21555,1
5,19759,1
10,21185,1
8,3228,0
3,20699,1
11,17059,1
14,841,0
8,935,0
11,21754,1
13,22024,1
14,8544,1
12,10203,1
9,18278,1
11,7558,1
12,18126,1
4,5327,1
3,9937,1
10,19835,1
13,6741,1
9,20061,1
4,20300,1
14,3030,0
14,16023,1
13,1266,0
14,16522,1
11,20511,1
3,19233,1
12,2802,0
7,20837,1
6,8992,1
7,1627,0
12,20056,1
9,21665,1
7,3840,1
10,9294,1
10,8937,1
5,19329,1
13,10183,1
5,3938,1
3,12763,1
7,5799,1
2,16767,1
8,4957,1
14,2148,0
10,751,0
8,22509,1
7,8316,1
12,8571,1
12,13313,1
13,11807,1
7,12660,1
14,15009,1
9,3073,0
8,330,0
6,18597,1
7,8654,1
7,18478,1
4,8525,1
14,17060,1
14,10260,1
14,22464,1
12,17167,1
5,16125,1
12,11460,1
11,18370,1
4,21761,1
13,12475,1
4,18532,1
9,15613,1
7,24463,1
11,4588,0
12,8212,1
12,16632,1
3,6487,1
3,11086,1
8,19086,1
11,23462,1
8,13724,1
10,21526,1
6,21101,1
10,17437,1
9,11899,1
9,1349,0
6,21680,1
2,16384,1
3,6465,1
5,821,0
9,24092,1
4,9986,1
12,1265,0
11,4083,0
11,21290,1
3,7080,1
9,5651,1
4,19376,1
7,10918,1
13,14437,1
3,14035,1
14,18434,1
4,6453,1
7,5939,1
8,23064,1
14,1378,0
6,20470,1
3,6188,1
6,22166,1
13,4173,0
2,7351,1
6,5512,1
7,5393,1
6,23591,1
2,20123,1
13,13265,1
9,6029,1
13,15022,1
10,17182,1
14,20123,1
5,24210,1
11,13000,1
9,7627,1
8,11074,1
2,11086,1
13,16849,1
5,12914,1
9,18873,1
4,17765,1
8,16688,1
10,24941,1
11,20364,1
3,2957,1
3,20245,1
3,1002,0
13,15074,1
9,9158,1
14,1554,0
2,11959,1
7,17779,1
8,10592,1
4,9720,1
6,19478,1
10,13062,1
14,13679,1
14,8229,1
10,21439,1
9,13740,1
13,7611,1
4,22146,1
8,24505,1
2,11847,1
14,2357,0
6,5937,1
4,11748,1
7,7601,1
5,14938,1
8,6641,1
7,478,0
14,5575,0
6,1767,0
10,13064,1
9,13159,1
6,17334,1
9,17592,1
4,12695,1
11,17962,1
3,6376,1
8,1639,0
3,24428,1
11,1140,0
13,22552,1
9,3420,0
2,7439,1
10,15119,1
6,8112,1
3,1158,0
2,16899,1
12,16764,1
6,17420,1
6,11109,1
